Word,Status,FileName
",",ok,g06-047d-00-05
whom,ok,g06-047d-00-06
Sir,ok,g06-047d-00-07
Francis,ok,g06-047d-00-08
Burdett,ok,g06-047d-01-00
described,ok,g06-047d-01-01
to,ok,g06-047d-01-02
Anglesey,ok,g06-047d-01-03
a,ok,g06-047d-01-04
year,ok,g06-047d-01-05
or,ok,g06-047d-01-06
two,ok,g06-047d-01-07
later,ok,g06-047d-01-08
as,ok,g06-047d-01-09
',ok,g06-047d-02-00
more,ok,g06-047d-02-01
like,ok,g06-047d-02-02
a,ok,g06-047d-02-03
God,ok,g06-047d-02-04
upon,ok,g06-047d-02-05
earth,ok,g06-047d-02-06
than,ok,g06-047d-02-07
a,ok,g06-047d-02-08
human,ok,g06-047d-02-09
being,ok,g06-047d-02-10
',ok,g06-047d-02-11
",",ok,g06-047d-02-12
had,ok,g06-047d-03-00
an,ok,g06-047d-03-01
increasing,ok,g06-047d-03-02
number,ok,g06-047d-03-03
of,ok,g06-047d-03-04
disciples,ok,g06-047d-03-05
among,ok,g06-047d-03-06
unorthodox,ok,g06-047d-03-07
medical,ok,g06-047d-04-00
men,ok,g06-047d-04-01
in,ok,g06-047d-04-02
the,ok,g06-047d-04-03
cities,ok,g06-047d-04-04
of,ok,g06-047d-04-05
Europe,ok,g06-047d-04-06
.,ok,g06-047d-04-07
One,ok,g06-047d-04-08
of,ok,g06-047d-04-09
these,ok,g06-047d-04-10
was,ok,g06-047d-05-00
the,ok,g06-047d-05-01
Neapolitan,ok,g06-047d-05-02
",",ok,g06-047d-05-03
Dr,ok,g06-047d-05-04
Giuseppe,ok,g06-047d-05-05
Mauro,ok,g06-047d-05-06
",",ok,g06-047d-05-07
whom,ok,g06-047d-05-08
Anglesey,ok,g06-047d-05-09
consulted,ok,g06-047d-06-00
in,ok,g06-047d-06-01
May,ok,g06-047d-06-02
1834,ok,g06-047d-06-03
.,ok,g06-047d-06-04
This,ok,g06-047e-00-00
remarkable,ok,g06-047e-00-01
man,ok,g06-047e-00-02
of,ok,g06-047e-00-03
medicine,ok,g06-047e-00-04
",",ok,g06-047e-00-05
whom,ok,g06-047e-00-06
Sir,ok,g06-047e-00-07
Francis,ok,g06-047e-00-08
Burdett,ok,g06-047e-00-09
described,ok,g06-047e-01-00
to,ok,g06-047e-01-01
Anglesey,ok,g06-047e-01-02
a,ok,g06-047e-01-03
year,ok,g06-047e-01-04
or,ok,g06-047e-01-05
two,ok,g06-047e-01-06
later,ok,g06-047e-01-07
as,ok,g06-047e-01-08
',ok,g06-047e-01-09
more,ok,g06-047e-01-10
like,ok,g06-047e-01-11
a,ok,g06-047e-01-12
God,ok,g06-047e-01-13
upon,ok,g06-047e-02-00
earth,ok,g06-047e-02-01
than,ok,g06-047e-02-02
a,ok,g06-047e-02-03
human,ok,g06-047e-02-04
being,ok,g06-047e-02-05
',ok,g06-047e-02-06
",",ok,g06-047e-02-07
had,ok,g06-047e-02-08
an,ok,g06-047e-02-09
increasing,ok,g06-047e-02-10
number,ok,g06-047e-02-11
of,ok,g06-047e-03-00
disciples,ok,g06-047e-03-01
among,ok,g06-047e-03-02
unorthodox,ok,g06-047e-03-03
medical,ok,g06-047e-03-04
men,ok,g06-047e-03-05
in,ok,g06-047e-03-06
the,ok,g06-047e-03-07
cities,ok,g06-047e-03-08
of,ok,g06-047e-03-09
Europe,ok,g06-047e-04-00
.,ok,g06-047e-04-01
One,ok,g06-047e-04-02
of,ok,g06-047e-04-03
these,ok,g06-047e-04-04
was,ok,g06-047e-04-05
the,ok,g06-047e-04-06
Neapolitan,ok,g06-047e-04-07
",",ok,g06-047e-04-08
Dr,ok,g06-047e-04-09
Giuseppe,ok,g06-047e-04-10
Mauro,ok,g06-047e-04-11
",",ok,g06-047e-04-12
whom,ok,g06-047e-05-00
Anglesey,ok,g06-047e-05-01
consulted,ok,g06-047e-05-02
in,ok,g06-047e-05-03
May,ok,g06-047e-05-04
1834,ok,g06-047e-05-05
.,ok,g06-047e-05-06
This,ok,g06-047f-00-00
remarkable,ok,g06-047f-00-01
man,ok,g06-047f-00-02
of,ok,g06-047f-00-03
medicine,ok,g06-047f-00-04
",",ok,g06-047f-00-05
whom,ok,g06-047f-00-06
Sir,ok,g06-047f-00-07
Francis,ok,g06-047f-00-08
Burdett,ok,g06-047f-00-09
described,ok,g06-047f-00-10
to,ok,g06-047f-01-00
Anglesey,ok,g06-047f-01-01
a,ok,g06-047f-01-02
year,ok,g06-047f-01-03
or,ok,g06-047f-01-04
two,ok,g06-047f-01-05
later,ok,g06-047f-01-06
as,ok,g06-047f-01-07
',ok,g06-047f-01-08
more,ok,g06-047f-01-09
like,ok,g06-047f-01-10
a,ok,g06-047f-01-11
God,ok,g06-047f-01-12
upon,ok,g06-047f-01-13
earth,ok,g06-047f-01-14
than,ok,g06-047f-02-00
a,ok,g06-047f-02-01
human,ok,g06-047f-02-02
being,ok,g06-047f-02-03
',ok,g06-047f-02-04
",",ok,g06-047f-02-05
had,ok,g06-047f-02-06
an,ok,g06-047f-02-07
increasing,ok,g06-047f-02-08
number,ok,g06-047f-02-09
of,ok,g06-047f-02-10
disciples,ok,g06-047f-02-11
among,ok,g06-047f-02-12
unorthodox,ok,g06-047f-03-00
medical,ok,g06-047f-03-01
men,ok,g06-047f-03-02
in,ok,g06-047f-03-03
the,ok,g06-047f-03-04
cities,ok,g06-047f-03-05
of,ok,g06-047f-03-06
Europe,ok,g06-047f-03-07
.,ok,g06-047f-03-08
One,ok,g06-047f-03-09
of,ok,g06-047f-03-10
these,ok,g06-047f-03-11
was,ok,g06-047f-03-12
the,ok,g06-047f-04-00
Neapolitan,ok,g06-047f-04-01
",",ok,g06-047f-04-02
Dr,ok,g06-047f-04-03
Giuseppe,ok,g06-047f-04-04
Mauro,ok,g06-047f-04-05
",",ok,g06-047f-04-06
whom,ok,g06-047f-04-07
Anglesey,ok,g06-047f-04-08
consulted,ok,g06-047f-04-09
in,ok,g06-047f-04-10
Burdett,ok,g06-047g-01-00
described,ok,g06-047g-01-01
to,ok,g06-047g-01-02
Anglesey,ok,g06-047g-01-03
a,ok,g06-047g-01-04
year,ok,g06-047g-01-05
or,ok,g06-047g-01-06
two,ok,g06-047g-01-07
later,ok,g06-047g-01-08
as,ok,g06-047g-01-09
',ok,g06-047g-02-00
more,ok,g06-047g-02-01
like,ok,g06-047g-02-02
a,ok,g06-047g-02-03
God,ok,g06-047g-02-04
upon,ok,g06-047g-02-05
earth,ok,g06-047g-02-06
than,ok,g06-047g-02-07
a,ok,g06-047g-02-08
human,ok,g06-047g-02-09
being,ok,g06-047g-02-10
',ok,g06-047g-02-11
",",ok,g06-047g-02-12
had,ok,g06-047g-02-13
an,ok,g06-047g-02-14
increasing,ok,g06-047g-03-00
number,ok,g06-047g-03-01
of,ok,g06-047g-03-02
disciples,ok,g06-047g-03-03
among,ok,g06-047g-03-04
unorthodox,ok,g06-047g-03-05
medical,ok,g06-047g-03-06
men,ok,g06-047g-04-00
in,ok,g06-047g-04-01
the,ok,g06-047g-04-02
cities,ok,g06-047g-04-03
of,ok,g06-047g-04-04
Europe,ok,g06-047g-04-05
.,ok,g06-047g-04-06
One,ok,g06-047g-04-07
of,ok,g06-047g-04-08
these,ok,g06-047g-04-09
was,ok,g06-047g-04-10
the,ok,g06-047g-04-11
Neapolitan,ok,g06-047g-04-12
",",ok,g06-047g-04-13
Dr,ok,g06-047g-05-00
Giuseppe,ok,g06-047g-05-01
Mauro,ok,g06-047g-05-02
",",ok,g06-047g-05-03
whom,ok,g06-047g-05-04
Anglesey,ok,g06-047g-05-05
consulted,ok,g06-047g-05-06
in,ok,g06-047g-05-07
May,ok,g06-047g-05-08
1834,ok,g06-047g-05-09
.,ok,g06-047g-05-10
This,ok,g06-047h-00-00
remarkable,ok,g06-047h-00-01
man,ok,g06-047h-00-02
of,ok,g06-047h-00-03
medicine,ok,g06-047h-00-04
",",ok,g06-047h-00-05
whom,ok,g06-047h-00-06
Sir,ok,g06-047h-00-07
Francis,ok,g06-047h-00-08
Burdett,ok,g06-047h-01-00
described,ok,g06-047h-01-01
to,ok,g06-047h-01-02
Anglesey,ok,g06-047h-01-03
a,ok,g06-047h-01-04
year,ok,g06-047h-01-05
or,ok,g06-047h-01-06
two,ok,g06-047h-01-07
later,ok,g06-047h-01-08
as,ok,g06-047h-01-09
',ok,g06-047h-02-00
more,ok,g06-047h-02-01
like,ok,g06-047h-02-02
a,ok,g06-047h-02-03
God,ok,g06-047h-02-04
upon,ok,g06-047h-02-05
earth,ok,g06-047h-02-06
than,ok,g06-047h-02-07
a,ok,g06-047h-02-08
human,ok,g06-047h-02-09
being,ok,g06-047h-02-10
',ok,g06-047h-02-11
",",ok,g06-047h-02-12
had,ok,g06-047h-03-00
an,ok,g06-047h-03-01
increasing,ok,g06-047h-03-02
number,ok,g06-047h-03-03
of,ok,g06-047h-03-04
disciples,ok,g06-047h-03-05
among,ok,g06-047h-03-06
unorthodox,ok,g06-047h-04-00
medical,ok,g06-047h-04-01
men,ok,g06-047h-04-02
in,ok,g06-047h-04-03
the,ok,g06-047h-04-04
cities,ok,g06-047h-04-05
of,ok,g06-047h-04-06
Europe,ok,g06-047h-04-07
.,ok,g06-047h-04-08
whom,ok,g06-047h-06-00
Anglesey,ok,g06-047h-06-01
consulted,ok,g06-047h-06-02
in,ok,g06-047h-06-03
May,ok,g06-047h-06-04
1834,ok,g06-047h-06-05
.,ok,g06-047h-06-06
This,ok,g06-047i-00-00
remarkable,ok,g06-047i-00-01
man,ok,g06-047i-00-02
of,ok,g06-047i-00-03
medicine,ok,g06-047i-00-04
",",ok,g06-047i-00-05
whom,ok,g06-047i-00-06
Sir,ok,g06-047i-00-07
Francis,ok,g06-047i-00-08
Burdett,ok,g06-047i-01-00
described,ok,g06-047i-01-01
to,ok,g06-047i-01-02
Anglesey,ok,g06-047i-01-03
a,ok,g06-047i-01-04
year,ok,g06-047i-01-05
or,ok,g06-047i-01-06
two,ok,g06-047i-01-07
later,ok,g06-047i-01-08
as,ok,g06-047i-01-09
',ok,g06-047i-02-00
more,ok,g06-047i-02-01
like,ok,g06-047i-02-02
a,ok,g06-047i-02-03
God,ok,g06-047i-02-04
upon,ok,g06-047i-02-05
earth,ok,g06-047i-02-06
than,ok,g06-047i-02-07
a,ok,g06-047i-02-08
human,ok,g06-047i-02-09
being,ok,g06-047i-02-10
',ok,g06-047i-02-11
",",ok,g06-047i-02-12
had,ok,g06-047i-02-13
an,ok,g06-047i-03-00
increasing,ok,g06-047i-03-01
number,ok,g06-047i-03-02
of,ok,g06-047i-03-03
disciples,ok,g06-047i-03-04
among,ok,g06-047i-03-05
unorthodox,ok,g06-047i-03-06
medical,ok,g06-047i-04-00
men,ok,g06-047i-04-01
in,ok,g06-047i-04-02
the,ok,g06-047i-04-03
cities,ok,g06-047i-04-04
of,ok,g06-047i-04-05
Europe,ok,g06-047i-04-06
.,ok,g06-047i-04-07
One,ok,g06-047i-04-08
of,ok,g06-047i-04-09
these,ok,g06-047i-04-10
Anglesey,ok,g06-047i-06-00
consulted,ok,g06-047i-06-01
in,ok,g06-047i-06-02
May,ok,g06-047i-06-03
1834,ok,g06-047i-06-04
.,ok,g06-047i-06-05
This,ok,g06-047j-00-00
remarkable,ok,g06-047j-00-01
man,ok,g06-047j-00-02
of,ok,g06-047j-00-03
medicine,ok,g06-047j-00-04
",",ok,g06-047j-00-05
whom,ok,g06-047j-00-06
Sir,ok,g06-047j-00-07
Francis,ok,g06-047j-01-00
Burdett,ok,g06-047j-01-01
described,ok,g06-047j-01-02
to,ok,g06-047j-01-03
Anglesey,ok,g06-047j-01-04
a,ok,g06-047j-01-05
year,ok,g06-047j-02-00
or,ok,g06-047j-02-01
two,ok,g06-047j-02-02
later,ok,g06-047j-02-03
as,ok,g06-047j-02-04
',ok,g06-047j-02-05
more,ok,g06-047j-02-06
like,ok,g06-047j-02-07
a,ok,g06-047j-02-08
God,ok,g06-047j-02-09
upon,ok,g06-047j-03-00
earth,ok,g06-047j-03-01
than,ok,g06-047j-03-02
a,ok,g06-047j-03-03
human,ok,g06-047j-03-04
being,ok,g06-047j-03-05
',ok,g06-047j-03-06
",",ok,g06-047j-03-07
had,ok,g06-047j-03-08
an,ok,g06-047j-04-00
increasing,ok,g06-047j-04-01
number,ok,g06-047j-04-02
of,ok,g06-047j-04-03
disciples,ok,g06-047j-04-04
among,ok,g06-047j-04-05
unorthodox,ok,g06-047j-05-00
medical,ok,g06-047j-05-01
men,ok,g06-047j-05-02
in,ok,g06-047j-05-03
the,ok,g06-047j-05-04
cities,ok,g06-047j-05-05
of,ok,g06-047j-06-00
Europe,ok,g06-047j-06-01
.,ok,g06-047j-06-02
One,ok,g06-047j-06-03
of,ok,g06-047j-06-04
these,ok,g06-047j-06-05
was,ok,g06-047j-06-06
the,ok,g06-047j-06-07
Neapolitan,ok,g06-047j-06-08
",",ok,g06-047j-06-09
Dr,ok,g06-047j-07-00
Giuseppe,ok,g06-047j-07-01
Mauro,ok,g06-047j-07-02
",",ok,g06-047j-07-03
whom,ok,g06-047j-07-04
Anglesey,ok,g06-047j-07-05
consulted,ok,g06-047j-08-00
in,ok,g06-047j-08-01
May,ok,g06-047j-08-02
1834,ok,g06-047j-08-03
.,ok,g06-047j-08-04
This,ok,g06-047k-00-00
remarkable,ok,g06-047k-00-01
man,ok,g06-047k-00-02
of,ok,g06-047k-00-03
medicine,ok,g06-047k-00-04
",",ok,g06-047k-00-05
whom,ok,g06-047k-00-06
Sir,ok,g06-047k-00-07
Francis,ok,g06-047k-01-00
Burdett,ok,g06-047k-01-01
described,ok,g06-047k-01-02
to,ok,g06-047k-01-03
Anglesey,ok,g06-047k-01-04
a,ok,g06-047k-01-05
year,ok,g06-047k-01-06
or,ok,g06-047k-01-07
two,ok,g06-047k-01-08
later,ok,g06-047k-02-00
as,ok,g06-047k-02-01
',ok,g06-047k-02-02
more,ok,g06-047k-02-03
like,ok,g06-047k-02-04
a,ok,g06-047k-02-05
God,ok,g06-047k-02-06
upon,ok,g06-047k-02-07
earth,ok,g06-047k-02-08
than,ok,g06-047k-02-09
a,ok,g06-047k-03-00
human,ok,g06-047k-03-01
being,ok,g06-047k-03-02
',ok,g06-047k-03-03
",",ok,g06-047k-03-04
had,ok,g06-047k-03-05
an,ok,g06-047k-03-06
increasing,ok,g06-047k-03-07
number,ok,g06-047k-03-08
of,ok,g06-047k-03-09
disciples,ok,g06-047k-04-00
among,ok,g06-047k-04-01
unorthodox,ok,g06-047k-04-02
medical,ok,g06-047k-04-03
men,ok,g06-047k-04-04
in,ok,g06-047k-04-05
the,ok,g06-047k-04-06
May,ok,g06-047k-07-00
1834,ok,g06-047k-07-01
.,ok,g06-047k-07-02
This,ok,g06-047l-00-00
remarkable,ok,g06-047l-00-01
man,ok,g06-047l-00-02
of,ok,g06-047l-00-03
medicine,ok,g06-047l-00-04
",",ok,g06-047l-00-05
whom,ok,g06-047l-00-06
Sir,ok,g06-047l-00-07
Francis,ok,g06-047l-00-08
Burdett,ok,g06-047l-01-00
described,ok,g06-047l-01-01
to,ok,g06-047l-01-02
Anglesey,ok,g06-047l-01-03
a,ok,g06-047l-01-04
year,ok,g06-047l-01-05
or,ok,g06-047l-01-06
two,ok,g06-047l-01-07
later,ok,g06-047l-01-08
as,ok,g06-047l-01-09
',ok,g06-047l-02-00
more,ok,g06-047l-02-01
like,ok,g06-047l-02-02
a,ok,g06-047l-02-03
God,ok,g06-047l-02-04
upon,ok,g06-047l-02-05
earth,ok,g06-047l-02-06
than,ok,g06-047l-02-07
a,ok,g06-047l-02-08
human,ok,g06-047l-02-09
being,ok,g06-047l-02-10
',ok,g06-047l-02-11
",",ok,g06-047l-02-12
unorthodox,ok,g06-047l-04-00
medical,ok,g06-047l-04-01
men,ok,g06-047l-04-02
in,ok,g06-047l-04-03
the,ok,g06-047l-04-04
cities,ok,g06-047l-04-05
of,ok,g06-047l-04-06
Europe,ok,g06-047l-04-07
.,ok,g06-047l-04-08
One,ok,g06-047l-05-00
of,ok,g06-047l-05-01
these,ok,g06-047l-05-02
was,ok,g06-047l-05-03
the,ok,g06-047l-05-04
Neapolitan,ok,g06-047l-05-05
",",ok,g06-047l-05-06
Dr,ok,g06-047l-05-07
Giuseppe,ok,g06-047l-05-08
Mauro,ok,g06-047l-05-09
",",ok,g06-047l-05-10
whom,ok,g06-047l-06-00
Anglesey,ok,g06-047l-06-01
consulted,ok,g06-047l-06-02
in,ok,g06-047l-06-03
May,ok,g06-047l-06-04
1834,ok,g06-047l-06-05
.,ok,g06-047l-06-06
This,ok,g06-047m-00-00
remarkable,ok,g06-047m-00-01
man,ok,g06-047m-00-02
of,ok,g06-047m-00-03
medicine,ok,g06-047m-00-04
",",ok,g06-047m-00-05
whom,ok,g06-047m-00-06
Sir,ok,g06-047m-00-07
Francis,ok,g06-047m-01-00
Burdett,ok,g06-047m-01-01
described,ok,g06-047m-01-02
to,ok,g06-047m-01-03
Anglesey,ok,g06-047m-01-04
a,ok,g06-047m-01-05
year,ok,g06-047m-02-00
or,ok,g06-047m-02-01
two,ok,g06-047m-02-02
later,ok,g06-047m-02-03
as,ok,g06-047m-02-04
',ok,g06-047m-02-05
more,ok,g06-047m-02-06
like,ok,g06-047m-02-07
a,ok,g06-047m-02-08
God,ok,g06-047m-02-09
upon,ok,g06-047m-03-00
earth,ok,g06-047m-03-01
than,ok,g06-047m-03-02
a,ok,g06-047m-03-03
human,ok,g06-047m-03-04
being,ok,g06-047m-03-05
',ok,g06-047m-03-06
",",ok,g06-047m-03-07
had,ok,g06-047m-03-08
an,ok,g06-047m-03-09
increasing,ok,g06-047m-04-00
number,ok,g06-047m-04-01
of,ok,g06-047m-04-02
disciples,ok,g06-047m-04-03
among,ok,g06-047m-04-04
unorthodox,ok,g06-047m-05-00
medical,ok,g06-047m-05-01
men,ok,g06-047m-05-02
in,ok,g06-047m-05-03
the,ok,g06-047m-05-04
cities,ok,g06-047m-05-05
of,ok,g06-047m-05-06
Dr,ok,g06-047m-07-00
Giuseppe,ok,g06-047m-07-01
Mauro,ok,g06-047m-07-02
",",ok,g06-047m-07-03
whom,ok,g06-047m-07-04
Anglesey,ok,g06-047m-07-05
consulted,ok,g06-047m-08-00
in,ok,g06-047m-08-01
May,ok,g06-047m-08-02
1834,ok,g06-047m-08-03
.,ok,g06-047m-08-04
This,ok,g06-047n-00-00
remarkable,ok,g06-047n-00-01
man,ok,g06-047n-00-02
of,ok,g06-047n-00-03
medicine,ok,g06-047n-00-04
",",ok,g06-047n-00-05
whom,ok,g06-047n-00-06
Sir,ok,g06-047n-00-07
Francis,ok,g06-047n-01-00
Burdett,ok,g06-047n-01-01
described,ok,g06-047n-01-02
to,ok,g06-047n-01-03
Anglesey,ok,g06-047n-01-04
a,ok,g06-047n-01-05
upon,ok,g06-047n-03-00
earth,ok,g06-047n-03-01
than,ok,g06-047n-03-02
a,ok,g06-047n-03-03
human,ok,g06-047n-03-04
being,ok,g06-047n-03-05
',ok,g06-047n-03-06
",",ok,g06-047n-03-07
had,ok,g06-047n-03-08
an,ok,g06-047n-04-00
increasing,ok,g06-047n-04-01
number,ok,g06-047n-04-02
of,ok,g06-047n-04-03
disciples,ok,g06-047n-04-04
among,ok,g06-047n-04-05
of,ok,g06-047n-06-00
Europe,ok,g06-047n-06-01
.,ok,g06-047n-06-02
One,ok,g06-047n-06-03
of,ok,g06-047n-06-04
these,ok,g06-047n-06-05
was,ok,g06-047n-06-06
the,ok,g06-047n-06-07
Neapolitan,ok,g06-047n-07-00
",",ok,g06-047n-07-01
Dr,ok,g06-047n-07-02
Giuseppe,ok,g06-047n-07-03
Mauro,ok,g06-047n-07-04
",",ok,g06-047n-07-05
whom,ok,g06-047n-07-06
Anglesey,ok,g06-047n-08-00
consulted,ok,g06-047n-08-01
in,ok,g06-047n-08-02
May,ok,g06-047n-08-03
1834,ok,g06-047n-08-04
.,ok,g06-047n-08-05
This,ok,g06-047o-00-00
remarkable,ok,g06-047o-00-01
man,ok,g06-047o-00-02
of,ok,g06-047o-00-03
medicine,ok,g06-047o-00-04
",",ok,g06-047o-00-05
whom,ok,g06-047o-00-06
Sir,ok,g06-047o-01-00
Francis,ok,g06-047o-01-01
Burdett,ok,g06-047o-01-02
described,ok,g06-047o-01-03
to,ok,g06-047o-01-04
Anglesey,ok,g06-047o-01-05
a,ok,g06-047o-02-00
year,ok,g06-047o-02-01
or,ok,g06-047o-02-02
two,ok,g06-047o-02-03
later,ok,g06-047o-02-04
as,ok,g06-047o-02-05
',ok,g06-047o-02-06
more,ok,g06-047o-02-07
like,ok,g06-047o-02-08
a,ok,g06-047o-02-09
God,ok,g06-047o-02-10
upon,ok,g06-047o-03-00
earth,ok,g06-047o-03-01
than,ok,g06-047o-03-02
a,ok,g06-047o-03-03
human,ok,g06-047o-03-04
being,ok,g06-047o-03-05
',ok,g06-047o-03-06
",",ok,g06-047o-03-07
had,ok,g06-047o-03-08
an,ok,g06-047o-04-00
increasing,ok,g06-047o-04-01
number,ok,g06-047o-04-02
of,ok,g06-047o-04-03
disciples,ok,g06-047o-04-04
among,ok,g06-047o-04-05
unorthodox,ok,g06-047o-05-00
medical,ok,g06-047o-05-01
men,ok,g06-047o-05-02
in,ok,g06-047o-05-03
the,ok,g06-047o-05-04
cities,ok,g06-047o-05-05
of,ok,g06-047o-06-00
Europe,ok,g06-047o-06-01
.,ok,g06-047o-06-02
One,ok,g06-047o-06-03
of,ok,g06-047o-06-04
these,ok,g06-047o-06-05
was,ok,g06-047o-06-06
the,ok,g06-047o-06-07
Neapo-,ok,g06-047o-06-08
litan,ok,g06-047o-07-00
",",ok,g06-047o-07-01
Dr,ok,g06-047o-07-02
Giuseppe,ok,g06-047o-07-03
Mauro,ok,g06-047o-07-04
",",ok,g06-047o-07-05
whom,ok,g06-047o-07-06
Anglesey,ok,g06-047o-07-07
consulted,ok,g06-047o-08-00
in,ok,g06-047o-08-01
May,ok,g06-047o-08-02
1834,ok,g06-047o-08-03
.,ok,g06-047o-08-04
This,ok,g06-047p-00-00
remarkable,ok,g06-047p-00-01
man,ok,g06-047p-00-02
of,ok,g06-047p-00-03
medicine,ok,g06-047p-00-04
",",ok,g06-047p-00-05
whom,ok,g06-047p-00-06
Sir,ok,g06-047p-00-07
Francis,ok,g06-047p-00-08
Burdett,ok,g06-047p-00-09
described,ok,g06-047p-01-00
to,ok,g06-047p-01-01
Anglesey,ok,g06-047p-01-02
a,ok,g06-047p-01-03
year,ok,g06-047p-01-04
or,ok,g06-047p-01-05
two,ok,g06-047p-01-06
later,ok,g06-047p-01-07
as,ok,g06-047p-01-08
',ok,g06-047p-01-09
more,ok,g06-047p-01-10
like,ok,g06-047p-01-11
a,ok,g06-047p-01-12
God,ok,g06-047p-02-00
upon,ok,g06-047p-02-01
earth,ok,g06-047p-02-02
than,ok,g06-047p-02-03
a,ok,g06-047p-02-04
human,ok,g06-047p-02-05
being,ok,g06-047p-02-06
',ok,g06-047p-02-07
",",ok,g06-047p-02-08
had,ok,g06-047p-02-09
an,ok,g06-047p-02-10
increasing,ok,g06-047p-02-11
number,ok,g06-047p-03-00
of,ok,g06-047p-03-01
disciples,ok,g06-047p-03-02
among,ok,g06-047p-03-03
unorthodox,ok,g06-047p-03-04
medical,ok,g06-047p-03-05
men,ok,g06-047p-03-06
in,ok,g06-047p-03-07
the,ok,g06-047p-03-08
cities,ok,g06-047p-04-00
of,ok,g06-047p-04-01
Europe,ok,g06-047p-04-02
.,ok,g06-047p-04-03
One,ok,g06-047p-04-04
of,ok,g06-047p-04-05
these,ok,g06-047p-04-06
was,ok,g06-047p-04-07
the,ok,g06-047p-04-08
Neapolitan,ok,g06-047p-04-09
",",ok,g06-047p-04-10
Dr,ok,g06-047p-05-00
Giuseppe,ok,g06-047p-05-01
Mauro,ok,g06-047p-05-02
",",ok,g06-047p-05-03
whom,ok,g06-047p-05-04
Anglesey,ok,g06-047p-05-05
consulted,ok,g06-047p-05-06
in,ok,g06-047p-05-07
May,ok,g06-047p-06-00
1834,ok,g06-047p-06-01
.,ok,g06-047p-06-02
This,ok,g06-047r-00-00
remarkable,ok,g06-047r-00-01
man,ok,g06-047r-00-02
of,ok,g06-047r-00-03
medicine,ok,g06-047r-00-04
",",ok,g06-047r-00-05
whom,ok,g06-047r-00-06
Sir,ok,g06-047r-00-07
Francis,ok,g06-047r-00-08
Burdett,ok,g06-047r-01-00
described,ok,g06-047r-01-01
to,ok,g06-047r-01-02
Anglesey,ok,g06-047r-01-03
a,ok,g06-047r-01-04
year,ok,g06-047r-01-05
or,ok,g06-047r-01-06
two,ok,g06-047r-01-07
later,ok,g06-047r-01-08
as,ok,g06-047r-01-09
',ok,g06-047r-02-00
more,ok,g06-047r-02-01
like,ok,g06-047r-02-02
a,ok,g06-047r-02-03
God,ok,g06-047r-02-04
upon,ok,g06-047r-02-05
earth,ok,g06-047r-02-06
than,ok,g06-047r-02-07
a,ok,g06-047r-02-08
human,ok,g06-047r-02-09
being,ok,g06-047r-02-10
',ok,g06-047r-02-11
",",ok,g06-047r-02-12
had,ok,g06-047r-03-00
an,ok,g06-047r-03-01
increasing,ok,g06-047r-03-02
number,ok,g06-047r-03-03
of,ok,g06-047r-03-04
disciples,ok,g06-047r-03-05
among,ok,g06-047r-03-06
unorthodox,ok,g06-047r-04-00
medical,ok,g06-047r-04-01
men,ok,g06-047r-04-02
in,ok,g06-047r-04-03
the,ok,g06-047r-04-04
cities,ok,g06-047r-04-05
of,ok,g06-047r-04-06
Europe,ok,g06-047r-04-07
.,ok,g06-047r-04-08
One,ok,g06-047r-04-09
of,ok,g06-047r-05-00
these,ok,g06-047r-05-01
was,ok,g06-047r-05-02
the,ok,g06-047r-05-03
Neapolitan,ok,g06-047r-05-04
",",ok,g06-047r-05-05
Dr,ok,g06-047r-05-06
Giuseppe,ok,g06-047r-05-07
Mauro,ok,g06-047r-05-08
",",ok,g06-047r-05-09
whom,ok,g06-047r-06-00
Anglesey,ok,g06-047r-06-01
consulted,ok,g06-047r-06-02
in,ok,g06-047r-06-03
May,ok,g06-047r-06-04
1834,ok,g06-047r-06-05
.,ok,g06-047r-06-06
Mauro's,ok,g06-050a-00-00
first,ok,g06-050a-00-01
action,ok,g06-050a-00-02
was,ok,g06-050a-00-03
to,ok,g06-050a-00-04
write,ok,g06-050a-00-05
to,ok,g06-050a-00-06
his,ok,g06-050a-00-07
revered,ok,g06-050a-00-08
master,ok,g06-050a-01-00
at,ok,g06-050a-01-01
"Ko""then",ok,g06-050a-01-02
",",ok,g06-050a-01-03
near,ok,g06-050a-01-04
Leipzig,ok,g06-050a-01-05
",",ok,g06-050a-01-06
asking,ok,g06-050a-01-07
for,ok,g06-050a-01-08
advice,ok,g06-050a-01-09
.,ok,g06-050a-01-10
In,ok,g06-050a-02-00
doing,ok,g06-050a-02-01
so,ok,g06-050a-02-02
he,ok,g06-050a-02-03
described,ok,g06-050a-02-04
his,ok,g06-050a-02-05
distinguished,ok,g06-050a-02-06
patient,ok,g06-050a-02-07
and,ok,g06-050a-03-00
his,ok,g06-050a-03-01
symptoms,ok,g06-050a-03-02
.,ok,g06-050a-03-03
He,ok,g06-050a-03-04
told,ok,g06-050a-03-05
Hahnemann,ok,g06-050a-03-06
that,ok,g06-050a-03-07
he,ok,g06-050a-03-08
found,ok,g06-050a-04-00
Anglesey,ok,g06-050a-04-01
a,ok,g06-050a-04-02
strong,ok,g06-050a-04-03
",",ok,g06-050a-04-04
energetic,ok,g06-050a-04-05
man,ok,g06-050a-04-06
with,ok,g06-050a-04-07
a,ok,g06-050a-04-08
gentle,ok,g06-050a-05-00
and,ok,g06-050a-05-01
charming,ok,g06-050a-05-02
character,ok,g06-050a-05-03
